student_id,gender,age,study_hours_per_day,attendance_percentage,previous_score,assignment_score,midterm_score,extracurricular_activity,internet_access,sleep_hours,parental_education,family_income_category,class_participation,final_score,academic_risk
STU1966,Female,20,8.0,93.4,90.6,93.6,89.0,Yes,Yes,9.0,Associate,Low,90.4,100.0,Low Risk
STU1608,Female,22,3.6,73.5,75.0,59.7,60.7,No,Yes,9.3,Master,Medium,65.2,60.1,Moderate Risk
STU1530,Male,21,4.8,67.2,75.1,63.3,43.2,No,Yes,8.1,Bachelor,High,58.1,63.0,Moderate Risk
STU1446,Male,21,3.7,62.6,73.4,62.4,58.9,No,Yes,7.8,Associate,Low,59.2,55.6,Moderate Risk
STU1846,Female,21,2.1,48.2,53.2,44.3,47.1,Yes,Yes,8.5,High School,High,42.4,46.0,High Risk
STU2303,Female,19,8.0,78.6,89.0,69.7,61.0,No,No,8.4,Bachelor,Medium,87.8,82.8,Low Risk
STU2182,Female,18,4.1,79.5,71.1,60.0,61.6,No,Yes,5.8,High School,Low,55.1,69.9,Moderate Risk
STU2132,Male,17,1.6,69.5,75.1,62.7,71.2,No,No,9.0,Associate,Medium,46.4,69.9,Moderate Risk
STU1416,Female,21,2.4,62.5,65.7,44.7,43.7,No,No,5.9,Associate,Medium,44.5,44.4,High Risk
STU1274,Male,19,2.5,58.1,57.4,51.2,38.6,No,Yes,6.0,Bachelor,Medium,66.9,49.9,High Risk
STU2147,Male,18,3.6,67.7,61.9,53.1,63.4,Yes,Yes,6.8,High School,Medium,71.4,68.4,Moderate Risk
STU1251,Female,17,4.6,75.3,75.7,64.9,58.5,No,Yes,6.5,Master,High,67.7,73.7,Moderate Risk
STU1414,Male,20,4.1,71.4,70.4,64.4,67.2,No,Yes,5.4,Bachelor,Medium,47.0,70.5,Low Risk
STU2340,Female,17,3.0,50.7,70.1,47.4,48.4,Yes,Yes,6.3,Master,Low,56.9,56.0,Moderate Risk
STU1311,Female,17,2.1,67.9,54.6,46.0,39.7,No,Yes,8.1,High School,Medium,50.7,49.3,Moderate Risk
STU3009,Female,19,1.8,60.7,64.7,39.8,47.1,No,Yes,5.2,High School,High,56.2,48.9,High Risk
STU1585,Male,17,6.5,89.6,81.4,79.7,64.1,No,Yes,8.4,Master,Medium,78.3,82.7,Low Risk
STU1426,Male,17,4.1,72.8,67.8,58.6,49.8,Yes,Yes,6.8,High School,Low,77.9,66.9,Moderate Risk
STU2925,Male,21,2.9,67.1,55.5,52.9,56.5,No,Yes,7.3,Associate,Low,46.6,58.9,Moderate Risk
STU2921,Male,19,4.9,50.0,68.5,69.5,73.3,Yes,Yes,8.1,High School,Medium,47.8,67.1,Moderate Risk
STU1783,Female,17,2.6,68.5,62.5,44.1,57.0,No,Yes,8.5,Master,Low,73.9,56.4,Moderate Risk
STU1904,Male,19,5.3,56.8,82.9,63.5,72.3,Yes,Yes,6.8,Bachelor,Low,66.8,75.1,Low Risk
STU2134,Female,22,3.2,56.6,48.1,32.2,37.4,No,Yes,6.7,Associate,High,42.5,35.3,High Risk
STU2056,Female,17,4.4,84.8,64.1,59.0,63.2,No,Yes,5.5,High School,Medium,67.1,74.3,Low Risk
STU2517,Male,22,3.9,71.3,73.8,63.6,57.4,No,Yes,5.9,High School,High,55.9,74.9,Moderate Risk
STU1527,Female,17,2.7,83.0,66.7,64.7,70.9,Yes,Yes,7.8,Bachelor,Medium,77.5,68.1,Low Risk
STU1589,Female,18,6.2,94.6,76.6,88.1,72.5,No,Yes,7.7,High School,Medium,80.2,94.9,Low Risk
STU1675,Female,19,4.1,68.0,74.2,51.9,65.9,Yes,Yes,5.9,Associate,Low,56.7,81.8,Moderate Risk
STU1183,Male,19,0.7,53.4,47.0,45.7,33.8,No,Yes,6.1,Master,Medium,56.9,46.4,High Risk
STU1171,Male,22,4.5,57.3,63.0,58.2,44.8,No,Yes,6.5,Associate,Medium,50.8,67.1,Moderate Risk
STU2993,Male,18,2.7,47.7,67.8,32.7,35.6,Yes,Yes,7.3,Bachelor,Medium,46.4,43.6,High Risk
STU1614,Female,22,4.0,71.1,75.0,66.1,61.9,No,Yes,7.0,Associate,Medium,58.4,74.7,Moderate Risk
STU2927,Male,19,8.0,91.4,83.5,75.3,79.5,Yes,No,6.0,Associate,Low,69.8,93.2,Low Risk
STU2693,Female,22,6.5,76.1,94.9,78.7,80.6,No,Yes,7.0,Bachelor,Medium,71.1,85.2,Low Risk
STU1888,Female,18,4.6,90.4,69.0,67.1,67.5,Yes,Yes,6.0,Bachelor,High,75.2,63.7,Low Risk
STU1778,Male,22,3.3,61.2,76.7,50.8,55.2,No,No,6.3,Bachelor,Medium,62.0,57.4,Moderate Risk
STU1273,Male,22,1.5,56.3,29.7,30.7,40.1,No,Yes,5.4,High School,Medium,37.9,36.0,High Risk
STU2589,Female,19,5.4,89.4,74.3,62.9,61.6,No,Yes,8.7,Associate,Low,53.1,83.9,Low Risk
STU1721,Male,20,1.8,74.5,60.8,60.6,49.4,No,Yes,6.8,Master,High,64.0,53.0,Moderate Risk
STU1942,Male,21,6.6,67.6,65.6,65.5,52.6,Yes,Yes,6.2,Bachelor,High,54.8,66.4,Low Risk
STU1372,Female,20,1.5,53.2,47.9,41.6,33.9,Yes,Yes,6.7,Bachelor,Medium,44.3,42.7,High Risk
STU1223,Female,17,3.6,92.2,67.2,69.6,70.8,,Yes,6.9,Bachelor,Medium,73.9,80.0,Low Risk
STU2351,Male,17,5.9,80.8,61.2,66.8,53.2,No,Yes,7.3,Associate,Medium,60.0,67.8,Low Risk
STU2689,Male,18,3.8,69.9,78.2,61.6,66.0,Yes,Yes,8.3,High School,Medium,57.3,67.9,Moderate Risk
STU1810,Female,22,1.8,59.9,64.4,42.9,52.2,No,Yes,7.6,High School,High,48.7,65.6,Moderate Risk
STU1519,Other,22,,84.0,73.5,56.8,65.6,No,Yes,5.3,Bachelor,Medium,68.9,72.0,Low Risk
STU1335,Female,20,3.1,65.2,58.3,61.0,55.5,Yes,Yes,8.4,Bachelor,Medium,45.2,51.0,Moderate Risk
STU2656,Male,21,2.2,63.3,68.5,40.6,59.1,Yes,Yes,8.3,Doctorate,Low,62.8,56.3,Moderate Risk
STU2197,Male,19,2.7,68.6,67.1,68.1,53.4,No,Yes,5.8,High School,Low,37.4,62.1,Moderate Risk
STU2562,Female,17,3.1,78.5,70.3,58.2,62.6,No,Yes,6.9,High School,Low,71.9,69.9,Low Risk
STU1631,Male,20,3.9,81.3,80.1,58.9,71.0,No,Yes,7.2,Associate,High,73.6,74.4,Low Risk
STU1016,Female,17,1.4,64.5,64.1,35.7,40.0,No,Yes,8.9,Associate,Low,28.8,41.8,Moderate Risk
STU1707,Female,20,2.4,80.3,60.8,64.2,57.0,Yes,Yes,9.1,Associate,Medium,37.8,69.8,Moderate Risk
STU1977,Male,21,2.4,63.7,59.6,37.4,44.8,No,Yes,6.5,Master,High,50.1,42.1,Moderate Risk
STU2579,Male,19,5.5,51.9,64.8,48.8,47.7,No,Yes,6.6,Bachelor,Medium,75.2,48.3,Moderate Risk
STU2729,Male,18,1.9,52.9,50.3,47.1,53.7,Yes,Yes,5.8,High School,High,54.0,45.8,Moderate Risk
STU2816,Male,19,2.5,62.1,42.9,42.6,44.5,No,Yes,7.6,Associate,Low,39.5,48.7,Moderate Risk
STU1943,Male,20,5.4,75.6,73.2,50.1,52.4,Yes,Yes,6.6,Bachelor,Low,71.3,71.0,Moderate Risk
STU1466,Female,20,7.6,54.9,60.1,64.6,60.6,Yes,Yes,7.2,High School,Medium,74.4,68.7,Low Risk
STU2669,Female,17,6.2,68.2,63.6,52.2,63.2,Yes,Yes,7.9,Master,High,64.1,69.4,Moderate Risk
STU1200,Male,21,2.2,63.7,68.0,37.1,41.1,Yes,Yes,6.6,Bachelor,Medium,43.5,50.5,High Risk
STU2289,Female,22,3.6,71.9,72.2,78.3,68.0,Yes,Yes,8.0,Bachelor,Low,54.8,57.9,Low Risk
STU2084,Male,20,3.1,68.2,80.3,58.2,66.1,Yes,Yes,7.0,Bachelor,High,52.9,65.6,Moderate Risk
STU2162,Female,17,6.2,77.8,71.5,65.8,59.9,Yes,Yes,6.9,Master,Medium,79.8,76.2,Low Risk
STU1456,Male,19,6.4,94.1,98.0,79.7,87.3,No,Yes,5.5,Associate,Medium,86.2,95.0,Low Risk
STU2532,Male,17,8.0,84.5,90.8,78.7,70.3,No,Yes,6.2,High School,Low,55.8,91.5,Low Risk
STU1757,Male,21,1.9,60.9,65.3,50.2,41.1,No,Yes,7.5,Associate,High,55.6,58.9,High Risk
STU2436,Female,22,1.7,67.8,70.9,65.9,70.7,No,Yes,5.3,High School,Low,36.9,72.3,Moderate Risk
STU2450,Male,20,3.3,46.0,47.9,42.6,45.7,No,Yes,7.9,Bachelor,Medium,64.4,47.2,High Risk
STU2390,Female,22,3.0,68.4,79.0,65.0,58.2,Yes,Yes,7.2,Bachelor,Medium,60.1,57.3,Moderate Risk
STU2266,Female,21,5.2,80.1,67.1,64.8,66.1,Yes,Yes,6.1,Bachelor,Medium,59.5,76.6,Low Risk
STU1594,Female,20,6.8,74.8,64.9,71.0,64.0,Yes,Yes,8.2,High School,Medium,65.3,78.2,Low Risk
STU1044,Male,18,7.7,71.8,82.5,67.2,59.2,No,No,8.9,High School,Low,71.3,74.6,Low Risk
STU1275,Male,20,2.3,50.5,63.1,56.4,66.9,Yes,Yes,5.7,High School,Medium,52.6,52.2,Moderate Risk
STU2537,Female,19,4.9,72.3,63.4,46.0,64.2,Yes,Yes,5.9,Master,Low,72.2,65.3,Moderate Risk
STU1102,Male,18,2.3,57.0,55.6,50.7,49.2,No,Yes,7.2,Master,Low,29.8,54.5,Moderate Risk
STU1908,Female,20,2.1,58.0,46.0,33.5,40.0,No,Yes,7.5,Bachelor,High,44.0,41.8,High Risk
STU2832,Male,20,4.0,74.1,71.6,61.6,60.2,Yes,Yes,7.7,Associate,Medium,75.5,62.8,Low Risk
STU2478,Male,22,5.3,65.0,63.5,64.5,48.0,No,Yes,6.6,Master,Medium,69.0,68.9,Moderate Risk
STU1108,Male,20,3.9,67.3,65.7,54.2,57.0,Yes,Yes,7.6,Bachelor,Low,66.9,65.3,Moderate Risk
STU2205,Female,20,2.2,70.9,70.6,48.0,55.4,Yes,Yes,5.8,Bachelor,Medium,49.6,63.1,Moderate Risk
STU1498,Female,18,8.0,68.3,72.0,61.8,57.4,No,Yes,6.5,High School,Medium,67.6,68.9,Low Risk
STU1032,Female,17,3.8,60.2,79.8,60.2,55.7,No,Yes,7.0,Master,Medium,76.0,57.8,Moderate Risk
STU2865,Other,22,4.1,70.5,64.6,52.2,52.4,No,Yes,5.8,Bachelor,High,46.9,70.4,Moderate Risk
STU1787,Male,20,5.4,80.2,72.6,53.3,51.9,Yes,Yes,6.6,Bachelor,Low,77.6,64.4,Moderate Risk
STU1880,Female,17,2.4,66.1,69.5,57.7,59.3,No,Yes,6.7,,Medium,66.5,64.5,Moderate Risk
STU2786,Male,21,4.9,67.6,79.6,66.4,64.0,No,Yes,8.0,Associate,Medium,62.7,82.8,Moderate Risk
STU2330,Male,19,2.7,62.9,53.1,39.7,40.3,No,Yes,6.7,Bachelor,Medium,59.1,54.6,High Risk
STU2460,Male,22,4.4,73.6,75.7,68.9,54.6,Yes,Yes,7.3,High School,Medium,53.0,71.6,Moderate Risk
STU1621,Female,18,2.8,55.1,70.8,48.2,47.3,No,Yes,7.7,Associate,Low,46.0,54.4,High Risk
STU1073,Female,20,1.3,62.9,57.8,29.7,37.1,Yes,Yes,7.2,Doctorate,Medium,48.3,48.3,High Risk
STU2808,Female,19,2.9,56.2,66.7,55.1,64.0,No,Yes,5.5,Bachelor,Low,40.8,56.3,Moderate Risk
STU2245,Male,18,2.6,79.7,58.1,44.8,39.4,No,Yes,8.1,Associate,High,68.9,59.2,Moderate Risk
STU2342,Female,20,3.9,75.2,68.9,57.2,57.4,No,Yes,7.2,Bachelor,Low,59.1,60.7,Low Risk
STU1863,Male,18,4.6,71.5,69.8,74.2,60.2,Yes,No,6.4,Bachelor,High,45.4,67.1,Moderate Risk
STU1482,Male,20,5.8,78.4,81.8,70.9,74.3,No,Yes,7.4,High School,Medium,82.0,73.8,Low Risk
STU2122,Male,18,3.3,73.5,77.6,68.2,65.2,No,Yes,7.8,Bachelor,High,55.6,74.1,Moderate Risk
STU1507,Male,17,3.7,73.9,63.8,59.6,54.1,Yes,Yes,8.5,Master,Low,65.5,62.7,Moderate Risk
STU1705,Female,22,,92.0,92.0,80.2,76.4,No,No,7.9,High School,Medium,85.6,92.3,Low Risk
STU2774,Male,20,3.9,74.0,79.1,69.4,70.9,Yes,No,7.1,Associate,Low,48.0,75.3,Low Risk
STU1687,Male,21,2.5,60.9,62.6,35.6,47.7,Yes,Yes,8.7,High School,Medium,53.1,53.5,High Risk
STU2193,Female,19,6.8,100.0,97.9,84.4,89.6,Yes,Yes,6.3,Associate,Low,92.9,91.2,Low Risk
STU2361,Male,20,1.3,61.4,58.4,27.5,33.1,No,Yes,7.5,High School,Low,70.8,42.8,High Risk
STU2504,Female,20,4.5,84.2,72.7,63.6,54.2,No,Yes,7.1,Associate,High,47.6,70.8,Moderate Risk
STU1312,Female,22,3.7,78.6,76.8,62.4,71.6,Yes,No,6.3,Bachelor,Low,71.6,75.8,Low Risk
STU2730,Male,19,2.7,54.7,65.8,43.4,57.6,No,Yes,6.5,High School,High,50.3,59.7,Moderate Risk
STU1406,Male,17,1.7,66.0,57.1,63.6,41.9,Yes,Yes,6.3,Associate,Low,41.3,56.6,Moderate Risk
STU1728,Male,17,3.8,61.5,66.6,50.8,51.4,No,Yes,7.3,Bachelor,Low,49.7,59.8,Moderate Risk
STU2174,Female,19,3.0,61.8,,54.4,56.1,No,Yes,7.4,Associate,High,40.2,62.3,Moderate Risk
STU1310,Female,20,2.8,68.8,61.7,61.7,67.9,No,Yes,6.7,Bachelor,Low,41.7,67.9,Moderate Risk
STU1227,Male,18,2.6,78.7,68.4,41.7,47.4,Yes,Yes,6.9,Associate,High,74.6,52.8,Moderate Risk
STU2742,Male,18,3.1,65.5,62.7,43.7,46.2,No,Yes,5.4,Bachelor,Low,60.1,62.9,Moderate Risk
STU2260,Male,18,2.6,64.6,66.1,64.1,52.5,No,Yes,6.1,Bachelor,Medium,62.4,43.9,Moderate Risk
STU2568,Female,19,4.1,77.5,72.9,50.7,54.9,Yes,Yes,6.5,High School,Medium,54.5,72.2,Moderate Risk
STU1862,Female,22,4.9,71.9,53.6,57.4,60.0,Yes,Yes,7.8,Associate,High,62.7,69.7,Moderate Risk
STU2310,Male,20,1.1,60.3,77.6,35.6,54.3,Yes,Yes,7.4,Associate,High,47.0,50.5,Moderate Risk
STU1149,Female,17,5.1,62.1,65.3,65.7,55.3,Yes,Yes,5.3,High School,Medium,45.2,58.9,Moderate Risk
STU2413,Female,17,3.8,56.9,75.6,48.2,54.7,Yes,Yes,7.4,Bachelor,Low,62.2,60.6,Moderate Risk
STU1744,Male,21,5.7,57.4,68.8,56.8,51.3,Yes,Yes,5.7,Master,High,62.2,67.9,Moderate Risk
STU2014,Female,17,3.6,78.7,85.1,60.6,69.0,No,No,8.6,Associate,Low,88.2,70.4,Low Risk
STU2447,Male,19,4.5,66.4,68.2,71.3,59.7,No,Yes,8.6,High School,Medium,42.9,72.5,Moderate Risk
STU2919,Female,19,2.6,56.7,56.7,30.7,31.2,Yes,No,4.5,Associate,Medium,54.0,38.5,High Risk
STU1576,Male,18,5.4,81.6,81.0,75.3,68.0,No,Yes,8.1,Bachelor,Low,66.5,77.9,Low Risk
STU1558,Female,19,4.6,60.4,76.5,59.2,65.9,No,Yes,8.2,Bachelor,Medium,53.5,64.3,Moderate Risk
STU2430,Male,19,2.6,78.7,61.9,53.0,48.2,Yes,Yes,7.1,Bachelor,Medium,70.3,58.1,Low Risk
STU2186,Male,18,4.8,52.4,62.1,54.2,64.8,Yes,Yes,6.8,Doctorate,Medium,65.2,66.6,Low Risk
STU2380,Male,19,4.5,61.5,76.2,54.1,51.3,No,Yes,8.2,High School,Medium,64.5,56.9,Moderate Risk
STU2341,Female,21,2.7,70.4,53.1,54.7,62.3,No,Yes,7.4,Master,Medium,47.2,61.1,Moderate Risk
STU1652,Male,19,2.5,71.4,60.4,43.1,47.0,No,No,6.7,Bachelor,Medium,56.9,66.2,Moderate Risk
STU2000,Female,17,1.8,55.1,59.3,42.9,52.2,Yes,Yes,5.8,Master,Medium,31.8,46.7,Moderate Risk
STU1287,Female,18,3.1,58.8,75.4,53.1,59.5,Yes,Yes,6.1,High School,Low,42.8,55.5,Moderate Risk
STU2645,Female,22,3.5,74.1,74.8,44.3,68.8,No,Yes,8.4,High School,Low,57.1,67.6,Moderate Risk
STU2243,Male,22,3.2,62.3,79.7,50.5,71.6,Yes,Yes,9.7,Associate,Medium,46.4,63.7,Moderate Risk
STU1629,Female,20,2.7,67.0,63.7,41.1,56.3,No,Yes,6.0,Associate,Medium,53.5,59.9,Moderate Risk
STU1599,Female,22,8.0,86.9,71.4,68.1,61.4,No,Yes,5.2,Associate,High,68.8,84.6,Low Risk
STU2273,Male,18,4.5,74.8,77.6,62.5,56.5,No,Yes,7.0,Master,Medium,51.9,63.2,Moderate Risk
STU1833,Female,19,2.9,46.6,47.2,32.2,32.4,No,No,6.3,Bachelor,Medium,53.3,42.1,High Risk
STU2678,Female,17,3.2,75.9,81.7,42.9,46.6,Yes,Yes,6.6,Master,Medium,55.1,55.0,Moderate Risk
STU2627,Female,17,1.7,60.2,54.8,28.2,47.0,Yes,Yes,8.3,Master,Low,46.4,48.6,Moderate Risk
STU2068,Female,17,4.0,62.8,68.9,42.4,35.2,Yes,Yes,7.8,Bachelor,High,63.2,54.4,Moderate Risk
STU2581,Female,21,2.8,68.6,69.2,46.3,54.1,Yes,Yes,7.4,Bachelor,Medium,44.7,68.4,Moderate Risk
STU2990,Male,21,7.4,88.2,85.6,77.2,71.5,No,No,5.0,Bachelor,Medium,60.2,82.5,Low Risk
STU1944,Male,19,7.2,66.5,75.1,75.7,64.0,Yes,Yes,7.3,Bachelor,Low,63.5,85.4,Low Risk
STU1910,Female,20,2.3,61.6,77.8,49.7,45.9,Yes,Yes,7.9,Bachelor,Medium,56.2,55.2,Moderate Risk
STU2235,Male,21,2.4,52.2,59.7,39.4,46.7,No,No,7.6,Bachelor,Medium,37.9,53.3,High Risk
STU2449,Male,20,3.4,61.5,68.3,55.2,72.1,No,Yes,7.2,High School,Low,58.5,62.6,Moderate Risk
STU1610,Male,19,3.2,65.4,56.4,50.3,48.1,Yes,Yes,7.1,Bachelor,Low,47.1,59.1,Moderate Risk
STU2891,Female,17,2.1,56.6,63.5,44.0,47.4,Yes,Yes,6.2,Master,Low,55.6,59.2,Moderate Risk
STU2113,Female,17,3.6,74.1,91.5,60.3,65.4,No,Yes,7.0,Associate,Medium,48.7,68.9,Moderate Risk
STU2489,Female,18,2.3,60.2,68.4,51.4,61.3,No,Yes,8.5,High School,High,28.8,50.1,Moderate Risk
STU2042,Male,22,5.0,76.2,68.1,59.9,72.8,Yes,Yes,6.0,Associate,Low,71.9,74.9,Low Risk
STU1494,Female,18,4.5,66.7,55.4,48.7,50.2,No,No,8.5,High School,Low,71.6,64.4,Moderate Risk
STU2353,Female,22,4.5,53.4,77.1,53.9,55.9,Yes,Yes,6.5,Associate,Low,63.1,64.8,Moderate Risk
STU1278,Male,22,3.2,91.0,65.7,43.7,50.8,Yes,No,5.8,Master,Low,69.1,51.0,Moderate Risk
STU2964,Female,22,1.0,60.4,61.9,31.7,44.6,,Yes,5.6,Associate,Low,69.8,56.9,High Risk
STU1359,Male,20,1.8,45.0,61.4,40.6,49.2,Yes,Yes,7.0,Master,Medium,35.7,44.9,High Risk
STU2299,Male,19,7.2,81.9,65.0,77.5,66.7,No,Yes,7.0,Master,Low,75.7,78.1,Low Risk
STU1237,Female,18,4.0,64.8,60.2,56.9,62.4,No,Yes,7.0,Bachelor,Low,50.7,63.5,Moderate Risk
STU1552,Male,18,7.5,67.8,71.4,72.2,60.6,No,Yes,6.3,High School,Medium,67.3,79.3,Low Risk
STU2917,Male,22,4.2,77.4,70.7,56.2,60.7,Yes,Yes,8.4,Bachelor,High,69.7,69.8,Low Risk
STU1937,Female,17,6.8,79.8,80.8,68.0,63.6,Yes,Yes,6.7,High School,Medium,62.7,72.2,Low Risk
STU1209,Female,17,4.7,86.2,71.9,75.4,63.7,No,Yes,8.3,Master,Medium,81.0,73.7,Low Risk
STU2422,Male,22,7.7,85.2,91.0,77.7,79.9,Yes,Yes,7.5,Associate,Medium,79.0,87.7,Low Risk
STU2600,Male,18,1.8,58.3,41.8,38.7,45.6,No,No,6.7,Bachelor,Low,41.4,33.0,High Risk
STU1059,Female,19,3.1,70.6,66.2,49.4,58.0,No,Yes,5.0,Bachelor,Medium,53.8,65.4,Moderate Risk
STU1632,Male,17,3.7,49.1,79.3,47.6,57.7,Yes,Yes,6.4,Associate,Low,65.7,56.1,Moderate Risk
STU2624,Male,20,2.0,60.4,59.2,52.1,54.1,Yes,Yes,6.7,High School,Low,44.5,70.4,Moderate Risk
STU2909,Female,20,4.7,79.5,98.0,63.2,76.8,No,Yes,7.5,Bachelor,Low,58.7,73.5,Low Risk
STU2617,Other,21,2.3,74.7,59.8,43.5,58.2,Yes,Yes,6.5,High School,Low,68.5,57.2,Moderate Risk
STU1364,Male,19,3.1,76.9,72.5,51.9,53.9,No,Yes,5.0,High School,Medium,53.5,64.1,Moderate Risk
STU1506,Female,22,4.7,77.4,69.4,48.8,69.3,Yes,Yes,7.7,Bachelor,Medium,62.4,67.6,Moderate Risk
STU2954,Male,22,4.6,62.4,71.6,43.2,52.5,No,Yes,7.2,Bachelor,High,75.7,48.6,Moderate Risk
STU2152,Male,22,1.6,58.2,62.6,44.1,51.0,Yes,Yes,8.0,High School,Medium,35.8,48.7,Moderate Risk
STU2831,Male,22,1.8,70.6,58.2,44.6,43.2,Yes,No,7.1,Bachelor,Low,74.8,59.5,Moderate Risk
STU2359,Female,21,3.7,67.6,60.9,51.0,51.5,No,Yes,7.0,High School,Medium,61.1,64.9,Moderate Risk
STU1532,Other,22,3.7,66.6,77.0,50.9,46.9,Yes,Yes,7.8,Bachelor,Medium,58.5,55.2,Moderate Risk
STU2091,Male,20,1.7,69.0,56.3,37.1,42.3,No,Yes,7.4,Bachelor,Medium,61.9,53.4,High Risk
STU2783,Female,19,4.6,64.2,63.1,59.8,47.4,Yes,No,7.0,Bachelor,Medium,56.9,63.4,Moderate Risk
STU1119,Male,18,2.1,80.8,59.9,55.2,65.5,No,No,7.0,Associate,High,64.4,65.1,Moderate Risk
STU2602,Female,17,2.1,52.7,59.4,26.5,48.6,No,Yes,9.8,Bachelor,Low,54.6,50.8,High Risk
STU2687,Male,19,1.6,72.1,71.8,56.4,55.0,No,Yes,7.6,Associate,Medium,53.3,58.1,Moderate Risk
STU1523,Male,22,2.5,76.7,81.1,60.2,71.4,No,Yes,8.2,Associate,Medium,57.0,74.2,Moderate Risk
STU1514,Male,21,2.5,49.9,55.8,43.0,47.3,No,Yes,6.5,Associate,Medium,42.4,36.6,Moderate Risk
STU1082,Male,19,3.8,62.7,60.9,48.4,50.2,Yes,Yes,8.4,Master,Low,54.5,58.3,Moderate Risk
STU2315,Female,21,2.9,52.5,67.9,48.4,41.2,Yes,Yes,7.8,Associate,Medium,29.7,54.6,High Risk
STU2217,Female,17,5.8,83.7,85.8,59.2,68.1,Yes,Yes,5.9,Bachelor,Low,61.7,79.9,Low Risk
STU1381,Female,20,1.2,50.4,45.4,35.9,41.7,No,Yes,7.4,Doctorate,Low,33.5,48.5,High Risk
STU2659,Female,20,2.6,59.2,67.6,46.3,50.8,No,Yes,6.5,Associate,Medium,54.3,53.2,Moderate Risk
STU2732,Male,20,0.9,67.4,58.5,39.2,49.2,Yes,Yes,6.2,Bachelor,Medium,57.3,52.6,High Risk
STU1085,Female,18,3.7,78.9,70.3,58.1,60.2,Yes,No,7.5,Bachelor,Medium,69.7,67.9,Moderate Risk
STU2721,Female,22,3.7,71.1,76.8,56.0,48.1,No,Yes,5.9,Associate,High,77.3,66.1,Moderate Risk
STU2010,Female,21,1.8,77.9,60.5,48.5,50.9,No,Yes,5.9,High School,Low,45.3,57.5,Moderate Risk
STU1330,Female,17,5.8,73.5,74.4,65.6,50.1,No,Yes,7.5,Bachelor,High,66.4,63.7,Low Risk
STU1007,Female,17,2.7,79.2,49.2,58.1,44.6,No,No,8.9,High School,Medium,56.0,55.4,Moderate Risk
STU2771,Female,18,3.0,51.9,80.8,42.2,48.3,No,Yes,7.2,Associate,Medium,32.2,58.7,Moderate Risk
STU1789,Female,21,2.2,52.0,66.9,35.1,41.5,Yes,Yes,8.2,High School,Medium,40.5,45.8,High Risk
STU2712,Female,17,2.4,77.5,68.4,47.0,65.5,No,Yes,6.4,Bachelor,High,66.7,65.5,Moderate Risk
STU2345,Male,22,2.0,63.8,47.6,30.3,46.2,Yes,Yes,7.3,Bachelor,Medium,51.2,47.0,High Risk
STU1452,Male,22,2.3,54.6,62.1,59.5,62.0,No,Yes,7.3,High School,High,45.4,60.3,Moderate Risk
STU1491,Female,18,5.3,51.8,76.1,64.9,61.7,Yes,Yes,8.5,Master,Medium,69.3,76.7,Moderate Risk
STU2520,Male,19,2.2,56.2,69.1,45.9,56.8,No,Yes,6.5,Associate,Medium,57.0,60.4,Moderate Risk
STU1288,Male,19,2.2,73.3,69.1,46.9,47.8,Yes,No,6.7,Associate,Medium,59.6,57.5,Moderate Risk
STU1950,Male,21,3.6,64.7,50.7,54.9,39.3,Yes,Yes,7.8,Bachelor,Medium,77.9,55.9,Moderate Risk
STU2043,Female,21,5.2,62.5,72.9,70.7,61.6,Yes,Yes,6.3,Bachelor,Medium,56.7,68.9,Low Risk
STU2403,Female,22,2.8,53.1,64.5,43.1,45.9,Yes,Yes,6.8,High School,Low,55.8,55.9,Moderate Risk
STU2229,Other,18,1.9,75.8,68.2,48.3,46.3,No,Yes,6.8,Bachelor,Medium,64.6,56.6,Moderate Risk
STU2561,Female,20,3.0,57.4,67.1,53.2,43.0,Yes,Yes,6.7,Associate,Medium,62.6,58.0,Moderate Risk
STU1835,Male,22,4.7,58.2,62.5,59.5,47.1,No,No,8.5,Bachelor,Low,38.0,56.9,Moderate Risk
STU2745,Female,18,1.6,45.3,50.3,35.3,26.5,No,No,7.8,Master,Medium,30.5,44.1,High Risk
STU1965,Female,21,3.3,67.5,64.5,67.1,69.5,Yes,No,6.8,High School,High,64.3,67.1,Moderate Risk
STU1967,Male,18,6.0,77.2,71.2,66.9,62.3,Yes,No,6.6,Doctorate,High,72.3,76.5,Low Risk
STU2638,Female,17,3.8,69.1,78.1,38.8,62.9,Yes,Yes,5.9,High School,Low,36.8,62.4,Moderate Risk
STU2117,Female,22,2.8,79.7,84.1,49.8,62.8,No,Yes,5.0,Bachelor,Medium,81.9,61.8,Moderate Risk
STU2692,Male,18,1.8,51.5,68.2,41.4,53.2,No,No,7.8,Bachelor,High,35.8,53.1,High Risk
STU1328,Male,22,0.8,60.5,64.2,37.9,49.2,No,Yes,6.7,Associate,High,53.5,48.9,High Risk
STU1443,Female,19,0.8,51.8,64.3,37.2,41.1,Yes,Yes,5.6,High School,Low,19.1,44.1,High Risk
STU1807,Male,19,3.2,60.8,56.7,38.8,30.2,No,Yes,5.6,High School,High,49.4,44.7,Moderate Risk
STU2108,Male,21,4.7,60.5,81.6,62.8,53.1,Yes,Yes,6.9,Master,Low,45.7,57.5,Moderate Risk
STU1964,Female,21,2.7,72.0,63.5,49.5,68.6,No,Yes,,Master,Medium,72.2,58.8,Moderate Risk
STU1917,Female,20,3.6,65.7,64.6,43.8,52.1,No,Yes,6.2,Bachelor,High,41.5,53.0,Moderate Risk
